method,x,approx,exact,abs_error,rel_error
RungeKutta4,0.22000000000000006,0.85955296089263311,0.85955296089031619,2.3169244300902392E-12,2.6954993298890474E-12
RungeKutta4,0.23000000000000007,0.85556379470971833,0.85556379470764199,2.0763391006539678E-12,2.42686648674567E-12
RungeKutta4,0.24000000000000007,0.85170027323089059,0.85170027322906172,1.8288703884650204E-12,2.1473168976772478E-12
RungeKutta4,0.25000000000000006,0.84795581032400436,0.84795581032242795,1.5764056726652598E-12,1.8590658304032545E-12
RungeKutta4,0.26000000000000006,0.84432421109584876,0.84432421109452804,1.3207213100940862E-12,1.5642347959913663E-12
RungeKutta4,0.27000000000000007,0.84079964584846067,0.84079964584739775,1.0629275237761249E-12,1.2641864551495051E-12
RungeKutta4,0.28000000000000008,0.83737662601038465,0.83737662600958074,8.0391249213107585E-13,9.6003693817112365E-13
RungeKutta4,0.29000000000000009,0.83404998187117274,0.83404998187062762,5.4511950509095186E-13,6.5358134037481572E-13
RungeKutta4,0.3000000000000001,0.83081484196441258,0.83081484196412536,2.87214696470528E-13,3.4570241401974213E-13
RungeKutta4,0.31000000000000011,0.82766661395968144,0.82766661395965002,3.141931159689193E-14,3.7961313247343904E-14
RungeKutta4,0.32000000000000012,0.82460096693727991,0.82460096693750184,2.2193358262256879E-13,2.6914058013643989E-13
RungeKutta4,0.33000000000000013,0.82161381493159713,0.82161381493206931,4.7217785237307908E-13,5.7469560977670499E-13
RungeKutta4,0.34000000000000014,0.81870130163967914,0.81870130164039745,7.1831429693247628E-13,8.7738262476662768E-13
RungeKutta4,0.35000000000000014,0.81585978620116018,0.81585978620212041,9.6023189399829789E-13,1.1769570093279986E-12
RungeKutta4,0.36000000000000015,0.81308582996430578,0.81308582996550327,1.1974865543606938E-12,1.4727677081929508E-12
RungeKutta4,0.37000000000000016,0.81037618416062318,0.8103761841620527,1.4295231665073516E-12,1.7640241587159086E-12
RungeKutta4,0.38000000000000017,0.80772777841741672,0.80772777841907273,1.6560086635308835E-12,2.0502064034191147E-12
RungeKutta4,0.39000000000000018,0.80513771004389489,0.80513771004577184,1.8769430454312896E-12,2.3312074717366815E-12
RungeKutta4,0.40000000000000019,0.80260323403204481,0.80260323403413636,2.0915491560913324E-12,2.6059565516375991E-12
RungeKutta4,0.4100000000000002,0.80012175371855121,0.8001217537208517,2.3004931293257869E-12,2.8751788320143619E-12
RungeKutta4,0.42000000000000021,0.7976908120586067,0.7976908120611097,2.5029978090174154E-12,3.1378044866254758E-12
RungeKutta4,0.43000000000000022,0.79530808346659343,0.7953080834692926,2.6991742174686806E-12,3.3938724798363729E-12
RungeKutta4,0.44000000000000022,0.79297136618235786,0.79297136618524677,2.8889113323771198E-12,3.6431470991006291E-12
RungeKutta4,0.45000000000000023,0.79067857512519313,0.79067857512826545,3.0723201760451957E-12,3.8856752575580229E-12
RungeKutta4,0.46000000000000024,0.78842773520072129,0.78842773520397047,3.2491787038679831E-12,4.1210862566127173E-12
RungeKutta4,0.47000000000000025,0.78621697502866617,0.78621697503208576,3.4195979381479447E-12,4.3494328496573901E-12
RungeKutta4,0.48000000000000026,0.78404452106205091,0.78404452106563449,3.5835778788850803E-12,4.5706305989242014E-12
RungeKutta4,0.49000000000000027,0.7819086920706726,0.78190869207441394,3.741340570684315E-12,4.7848816730459811E-12
RungeKutta4,0.50000000000000022,0.77980789396381855,0.77980789396771133,3.8927749912431864E-12,4.9919666386755031E-12
RungeKutta4,0.51000000000000023,0.77774061492911728,0.77774061493315527,4.0379921628641569E-12,5.1919522850586588E-12
RungeKutta4,0.52000000000000024,0.77570542086617766,0.77570542087035466,4.1769920855472265E-12,5.3847658830114437E-12
RungeKutta4,0.53000000000000025,0.77370095109528192,0.77370095109959214,4.3102188485022452E-12,5.5709106243187728E-12
RungeKutta4,0.54000000000000026,0.77172591432287196,0.77172591432730919,4.4372283625193631E-12,5.749746484038543E-12
RungeKutta4,0.55000000000000027,0.76977908484691981,0.7697790848514785,4.5586867614133553E-12,5.9220714762858321E-12
RungeKutta4,0.56000000000000028,0.76785929898651228,0.76785929899118666,4.6743720005792966E-12,6.0875371396152144E-12
